BE/eV	PE: 46.95 eV
537.35	2727.5
537.3	2812.5
537.25	2730.0
537.2	2752.5
537.15	2755.0
537.1	2817.5
537.05	2707.5
537.0	2787.5
536.95	2670.0
536.9	2742.5
536.85	2872.5
536.8	2670.0
536.75	2775.0
536.7	2657.5
536.65	2695.0
536.6	2772.5
536.55	2855.0
536.5	2680.0
536.45	2670.0
536.4	2697.5
536.35	2867.5
536.3	2672.5
536.25	2647.5
536.2	2682.5
536.15	2757.5
536.1	2700.0
536.05	2725.0
536.0	2792.5
535.95	2680.0
535.9	2722.5
535.85	2665.0
535.8	2690.0
535.75	2817.5
535.7	2910.0
535.65	2785.0
535.6	2730.0
535.55	2752.5
535.5	2867.5
535.45	2537.5
535.4	2912.5
535.35	2697.5
535.3	2722.5
535.25	2747.5
535.2	2787.5
535.15	2957.5
535.1	2722.5
535.05	2817.5
535.0	2925.0
534.95	2792.5
534.9	2782.5
534.85	2832.5
534.8	2750.0
534.75	2757.5
534.7	2942.5
534.65	3017.5
534.6	2765.0
534.55	2760.0
534.5	2927.5
534.45	2835.0
534.4	3017.5
534.35	2997.5
534.3	2930.0
534.25	3140.0
534.2	3130.0
534.15	3030.0
534.1	3012.5
534.05	3107.5
534.0	3227.5
533.95	3192.5
533.9	3120.0
533.85	3157.5
533.8	3375.0
533.75	3385.0
533.7	3475.0
533.65	3537.5
533.6	3470.0
533.55	3312.5
533.5	3727.5
533.45	3672.5
533.4	3725.0
533.35	3462.5
533.3	3797.5
533.25	3860.0
533.2	3675.0
533.15	3927.5
533.1	3902.5
533.05	3852.5
533.0	3752.5
532.95	4057.5
532.9	3922.5
532.85	4012.5
532.8	4282.5
532.75	4165.0
532.7	4167.5
532.65	4107.5
532.6	4282.5
532.55	4337.5
532.5	4330.0
532.45	4337.5
532.4	4430.0
532.35	4317.5
532.3	4262.5
532.25	4300.0
532.2	4522.5
532.15	4187.5
532.1	4372.5
532.05	4550.0
532.0	4525.0
531.95	4495.0
531.9	4475.0
531.85	4505.0
531.8	4512.5
531.75	4430.0
531.7	4382.5
531.65	4455.0
531.6	4627.5
531.55	4507.5
531.5	4475.0
531.45	4287.5
531.4	4322.5
531.35	4362.5
531.3	4360.0
531.25	4212.5
531.2	4207.5
531.15	4260.0
531.1	4112.5
531.05	4237.5
531.0	4267.5
530.95	4072.5
530.9	4260.0
