BE/eV	PE: 20.0 eV
50.0	897.0
49.90000000000009	861.0
49.799999999999955	922.0
49.700000000000045	910.0
49.59999999999991	844.0
49.5	872.0
49.40000000000009	855.0
49.299999999999955	883.0
49.200000000000045	845.0
49.09999999999991	846.0
49.0	834.0
48.90000000000009	824.0
48.799999999999955	863.0
48.700000000000045	824.0
48.59999999999991	785.0
48.5	827.0
48.40000000000009	817.0
48.299999999999955	801.0
48.200000000000045	799.0
48.09999999999991	799.0
48.0	750.0
47.90000000000009	735.0
47.799999999999955	734.0
47.700000000000045	757.0
47.59999999999991	701.0
47.5	687.0
47.40000000000009	694.0
47.299999999999955	708.0
47.200000000000045	709.0
47.09999999999991	656.0
47.0	659.0
46.90000000000009	682.0
46.799999999999955	664.0
46.700000000000045	632.0
46.59999999999991	634.0
46.5	638.0
46.40000000000009	612.0
46.299999999999955	643.0
46.200000000000045	580.0
46.09999999999991	619.0
46.0	606.0
45.90000000000009	583.0
45.799999999999955	578.0
45.700000000000045	562.0
45.59999999999991	600.0
45.5	567.0
45.40000000000009	582.0
45.299999999999955	579.0
45.200000000000045	548.0
45.09999999999991	559.0
45.0	566.0
44.90000000000009	543.0
44.799999999999955	536.0
44.700000000000045	550.0
44.59999999999991	533.0
44.5	543.0
44.40000000000009	517.0
44.299999999999955	549.0
44.200000000000045	523.0
44.09999999999991	533.0
44.0	487.0
43.90000000000009	501.0
43.799999999999955	521.0
43.700000000000045	528.0
43.59999999999991	571.0
43.5	533.0
43.40000000000009	536.0
43.299999999999955	510.0
43.200000000000045	525.0
43.09999999999991	553.0
43.0	520.0
42.90000000000009	540.0
42.799999999999955	555.0
42.700000000000045	565.0
42.59999999999991	529.0
42.5	537.0
42.40000000000009	539.0
42.299999999999955	513.0
42.200000000000045	525.0
42.09999999999991	560.0
42.0	566.0
41.90000000000009	530.0
41.799999999999955	539.0
41.700000000000045	594.0
41.59999999999991	617.0
41.5	574.0
41.40000000000009	574.0
41.299999999999955	574.0
41.200000000000045	587.0
41.09999999999991	595.0
41.0	597.0
40.90000000000009	596.0
40.799999999999955	579.0
40.700000000000045	578.0
40.59999999999991	622.0
40.5	655.0
40.40000000000009	680.0
40.299999999999955	638.0
40.200000000000045	661.0
40.09999999999991	711.0
40.0	655.0
39.90000000000009	660.0
39.799999999999955	715.0
39.700000000000045	710.0
39.59999999999991	727.0
39.5	762.0
39.40000000000009	721.0
39.299999999999955	744.0
39.200000000000045	782.0
39.09999999999991	738.0
39.0	733.0
38.90000000000009	702.0
38.799999999999955	721.0
38.700000000000045	692.0
38.59999999999991	613.0
38.5	604.0
38.40000000000009	617.0
38.299999999999955	598.0
38.200000000000045	568.0
38.09999999999991	543.0
38.0	529.0
37.90000000000009	477.0
37.799999999999955	491.0
37.700000000000045	475.0
37.59999999999991	465.0
37.5	481.0
37.40000000000009	480.0
37.299999999999955	522.0
37.200000000000045	570.0
37.09999999999991	609.0
37.0	619.0
36.90000000000009	755.0
36.799999999999955	916.0
36.700000000000045	1064.0
36.59999999999991	1247.0
36.5	1574.0
36.40000000000009	1805.0
36.299999999999955	2178.0
36.200000000000045	2678.0
36.09999999999991	3140.0
36.0	3475.0
35.90000000000009	3995.0
35.799999999999955	4178.0
35.700000000000045	4381.0
35.59999999999991	4275.0
35.5	4125.0
35.40000000000009	3852.0
35.299999999999955	3340.0
35.200000000000045	2832.0
35.09999999999991	2370.0
35.0	1996.0
34.90000000000009	1711.0
34.799999999999955	1545.0
34.700000000000045	1461.0
34.59999999999991	1537.0
34.5	1645.0
34.40000000000009	1915.0
34.299999999999955	2235.0
34.200000000000045	2604.0
34.09999999999991	3103.0
34.0	3632.0
33.90000000000009	4277.0
33.799999999999955	4724.0
33.700000000000045	5174.0
33.59999999999991	5360.0
33.5	5359.0
33.40000000000009	5216.0
33.299999999999955	4828.0
33.200000000000045	4228.0
33.09999999999991	3599.0
33.0	3047.0
32.90000000000009	2402.0
32.799999999999955	1812.0
32.700000000000045	1345.0
32.59999999999991	1055.0
32.5	821.0
32.40000000000009	625.0
32.299999999999955	461.0
32.200000000000045	398.0
32.09999999999991	325.0
32.0	247.0
31.90000000000009	212.0
31.799999999999955	186.0
31.700000000000045	154.0
31.59999999999991	159.0
31.5	140.0
31.40000000000009	131.0
31.299999999999955	129.0
31.200000000000045	120.0
31.09999999999991	119.0
31.0	114.0
30.90000000000009	101.0
30.799999999999955	110.0
30.700000000000045	119.0
30.59999999999991	117.0
30.5	96.0
30.40000000000009	88.0
30.299999999999955	95.0
30.200000000000045	93.0
30.09999999999991	115.0
30.0	124.0
29.90000000000009	102.0
29.799999999999955	92.0
29.700000000000045	95.0
29.59999999999991	103.0
29.5	104.0
29.40000000000009	116.0
29.299999999999955	108.0
29.200000000000045	87.0
29.09999999999991	97.0
29.0	109.0
28.90000000000009	86.0
28.799999999999955	91.0
28.700000000000045	102.0
28.59999999999991	91.0
28.5	97.0
28.40000000000009	84.0
28.299999999999955	86.0
28.200000000000045	105.0
28.09999999999991	108.0
28.0	94.0
27.90000000000009	99.0
27.799999999999955	96.0
27.700000000000045	94.0
27.59999999999991	120.0
27.5	102.0
27.40000000000009	101.0
27.299999999999955	78.0
27.200000000000045	89.0
27.09999999999991	111.0
27.0	101.0
26.90000000000009	94.0
26.799999999999955	88.0
26.700000000000045	102.0
26.59999999999991	93.0
26.5	108.0
26.40000000000009	97.0
26.299999999999955	116.0
26.200000000000045	95.0
26.09999999999991	101.0
26.0	83.0
25.90000000000009	97.0
25.799999999999955	106.0
25.700000000000045	105.0
