BE/eV	PE: 20.0 eV
300.0	1906.0
299.9000000000001	1923.0
299.79999999999995	1875.0
299.70000000000005	1932.0
299.5999999999999	1948.0
299.5	1883.0
299.4000000000001	1873.0
299.29999999999995	1906.0
299.20000000000005	1892.0
299.0999999999999	1849.0
299.0	1935.0
298.9000000000001	1951.0
298.79999999999995	1871.0
298.70000000000005	1840.0
298.5999999999999	1853.0
298.5	1864.0
298.4000000000001	1917.0
298.29999999999995	1906.0
298.20000000000005	1847.0
298.0999999999999	1920.0
298.0	1930.0
297.9000000000001	1888.0
297.79999999999995	1864.0
297.70000000000005	1881.0
297.5999999999999	1893.0
297.5	1900.0
297.4000000000001	1902.0
297.29999999999995	1920.0
297.20000000000005	1888.0
297.0999999999999	1845.0
297.0	1836.0
296.9000000000001	1853.0
296.79999999999995	1886.0
296.70000000000005	1849.0
296.5999999999999	1816.0
296.5	1818.0
296.4000000000001	1859.0
296.29999999999995	1843.0
296.20000000000005	1886.0
296.0999999999999	1895.0
296.0	1889.0
295.9000000000001	1896.0
295.79999999999995	1879.0
295.70000000000005	1829.0
295.5999999999999	1825.0
295.5	1878.0
295.4000000000001	1911.0
295.29999999999995	1870.0
295.20000000000005	1860.0
295.0999999999999	1784.0
295.0	1856.0
294.9000000000001	1925.0
294.79999999999995	1886.0
294.70000000000005	1866.0
294.5999999999999	1864.0
294.5	1887.0
294.4000000000001	1810.0
294.29999999999995	1811.0
294.20000000000005	1819.0
294.0999999999999	1823.0
294.0	1871.0
293.9000000000001	1900.0
293.79999999999995	1824.0
293.70000000000005	1902.0
293.5999999999999	1872.0
293.5	1873.0
293.4000000000001	1876.0
293.29999999999995	1885.0
293.20000000000005	1882.0
293.0999999999999	1823.0
293.0	1858.0
292.9000000000001	1871.0
292.79999999999995	1899.0
292.70000000000005	1899.0
292.5999999999999	1773.0
292.5	1838.0
292.4000000000001	1924.0
292.29999999999995	1890.0
292.20000000000005	1865.0
292.0999999999999	1860.0
292.0	1850.0
291.9000000000001	1893.0
291.79999999999995	1848.0
291.70000000000005	1858.0
291.5999999999999	1919.0
291.5	1891.0
291.4000000000001	1841.0
291.29999999999995	1852.0
291.20000000000005	1871.0
291.0999999999999	1908.0
291.0	1879.0
290.9000000000001	1913.0
290.79999999999995	1943.0
290.70000000000005	1861.0
290.5999999999999	1938.0
290.5	1923.0
290.4000000000001	1881.0
290.29999999999995	1904.0
290.20000000000005	1917.0
290.0999999999999	1869.0
290.0	1823.0
289.9000000000001	1816.0
289.79999999999995	1835.0
289.70000000000005	1832.0
289.5999999999999	1851.0
289.5	1808.0
289.4000000000001	1851.0
289.29999999999995	1853.0
289.20000000000005	1865.0
289.0999999999999	1888.0
289.0	1898.0
288.9000000000001	1922.0
288.79999999999995	1913.0
288.70000000000005	1935.0
288.5999999999999	1911.0
288.5	1890.0
288.4000000000001	1957.0
288.29999999999995	1890.0
288.20000000000005	1875.0
288.0999999999999	1959.0
288.0	1912.0
287.9000000000001	1929.0
287.79999999999995	1907.0
287.70000000000005	1876.0
287.5999999999999	1882.0
287.5	1947.0
287.4000000000001	1941.0
287.29999999999995	1931.0
287.20000000000005	1949.0
287.0999999999999	1899.0
287.0	1999.0
286.9000000000001	1930.0
286.79999999999995	1949.0
286.70000000000005	2034.0
286.5999999999999	2018.0
286.5	1987.0
286.4000000000001	1951.0
286.29999999999995	1918.0
286.20000000000005	2046.0
286.0999999999999	1979.0
286.0	1922.0
285.9000000000001	1918.0
285.79999999999995	1987.0
285.70000000000005	1988.0
285.5999999999999	1891.0
285.5	1976.0
285.4000000000001	1955.0
285.29999999999995	1945.0
285.20000000000005	1956.0
285.0999999999999	1956.0
285.0	1954.0
284.9000000000001	1984.0
284.79999999999995	1965.0
284.70000000000005	2002.0
284.5999999999999	1988.0
284.5	2057.0
284.4000000000001	2063.0
284.29999999999995	2090.0
284.20000000000005	2072.0
284.0999999999999	2103.0
284.0	2085.0
283.9000000000001	2116.0
283.79999999999995	2157.0
283.70000000000005	2166.0
283.5999999999999	2223.0
283.5	2211.0
283.4000000000001	2210.0
283.29999999999995	2326.0
283.20000000000005	2310.0
283.0999999999999	2377.0
283.0	2492.0
282.9000000000001	2494.0
282.79999999999995	2667.0
282.70000000000005	2657.0
282.5999999999999	2745.0
282.5	2782.0
282.4000000000001	2717.0
282.29999999999995	2760.0
282.20000000000005	2731.0
282.0999999999999	2780.0
282.0	2733.0
281.9000000000001	2669.0
281.79999999999995	2577.0
281.70000000000005	2436.0
281.5999999999999	2379.0
281.5	2302.0
281.4000000000001	2246.0
281.29999999999995	2210.0
281.20000000000005	2129.0
281.0999999999999	2017.0
281.0	2023.0
280.9000000000001	1980.0
280.79999999999995	1991.0
280.70000000000005	1902.0
280.5999999999999	1825.0
280.5	1871.0
280.4000000000001	1853.0
280.29999999999995	1832.0
280.20000000000005	1854.0
280.0999999999999	1895.0
280.0	1903.0
279.9000000000001	1926.0
279.79999999999995	1913.0
279.70000000000005	1842.0
279.5999999999999	1911.0
279.5	1931.0
279.4000000000001	1909.0
279.29999999999995	1841.0
279.20000000000005	1817.0
279.0999999999999	1884.0
279.0	1891.0
278.9000000000001	1837.0
278.79999999999995	1825.0
278.70000000000005	1848.0
278.5999999999999	1856.0
278.5	1784.0
278.4000000000001	1916.0
278.29999999999995	1896.0
278.20000000000005	1927.0
278.0999999999999	1871.0
278.0	1880.0
277.9000000000001	1819.0
277.79999999999995	1824.0
277.70000000000005	1852.0
277.5999999999999	1913.0
277.5	1845.0
277.4000000000001	1891.0
277.29999999999995	1848.0
