BE/eV	PE: 160.0 eV
869.0	1978.0
868.0	1937.0
867.0	1957.0
866.0	1997.0
865.0	1925.0
864.0	1979.0
863.0	2035.0
862.0	1940.0
861.0	2009.0
860.0	1990.0
859.0	1997.0
858.0	1978.0
857.0	1984.0
856.0	1961.0
855.0	2003.0
854.0	2010.0
853.0	1988.0
852.0	1949.0
851.0	1954.0
850.0	1934.0
849.0	1926.0
848.0	1958.0
847.0	1966.0
846.0	1975.0
845.0	1968.0
844.0	2028.0
843.0	2102.0
842.0	2024.0
841.0	2026.0
840.0	2015.0
839.0	1976.0
838.0	1988.0
837.0	1997.0
836.0	1995.0
835.0	1991.0
834.0	2103.0
833.0	2024.0
832.0	1974.0
831.0	2005.0
830.0	2051.0
829.0	1966.0
828.0	2046.0
827.0	2078.0
826.0	2056.0
825.0	2012.0
824.0	2052.0
823.0	2044.0
822.0	2037.0
821.0	2088.0
820.0	2009.0
819.0	2006.0
818.0	2074.0
817.0	2059.0
816.0	2043.0
815.0	2005.0
814.0	2021.0
813.0	2086.0
812.0	2043.0
811.0	2055.0
810.0	2038.0
809.0	2111.0
808.0	2080.0
807.0	2070.0
806.0	2071.0
805.0	2063.0
804.0	2082.0
803.0	2022.0
802.0	2071.0
801.0	2122.0
800.0	2078.0
799.0	2039.0
798.0	2097.0
797.0	2091.0
796.0	2045.0
795.0	2100.0
794.0	2132.0
793.0	2132.0
792.0	2130.0
791.0	2031.0
790.0	2081.0
789.0	2050.0
788.0	2042.0
787.0	2166.0
786.0	2159.0
785.0	2051.0
784.0	2076.0
783.0	2155.0
782.0	2163.0
781.0	2143.0
780.0	2158.0
779.0	2173.0
778.0	2091.0
777.0	2161.0
776.0	2175.0
775.0	2107.0
774.0	2122.0
773.0	2142.0
772.0	2146.0
771.0	2150.0
770.0	2109.0
769.0	2118.0
768.0	2129.0
767.0	2103.0
766.0	2085.0
765.0	2125.0
764.0	2219.0
763.0	2166.0
762.0	2175.0
761.0	2155.0
760.0	2164.0
759.0	2107.0
758.0	2159.0
757.0	2143.0
756.0	2183.0
755.0	2127.0
754.0	2174.0
753.0	2229.0
752.0	2219.0
751.0	2265.0
750.0	2212.0
749.0	2233.0
748.0	2238.0
747.0	2202.0
746.0	2095.0
745.0	2149.0
744.0	2240.0
743.0	2279.0
742.0	2214.0
741.0	2238.0
740.0	2258.0
739.0	2287.0
738.0	2256.0
737.0	2235.0
736.0	2233.0
735.0	2275.0
734.0	2226.0
733.0	2281.0
732.0	2234.0
731.0	2216.0
730.0	2206.0
729.0	2286.0
728.0	2305.0
727.0	2278.0
726.0	2342.0
725.0	2226.0
724.0	2252.0
723.0	2311.0
722.0	2274.0
721.0	2275.0
720.0	2261.0
719.0	2268.0
718.0	2183.0
717.0	2239.0
716.0	2258.0
715.0	2299.0
714.0	2282.0
713.0	2278.0
712.0	2310.0
711.0	2290.0
710.0	2333.0
709.0	2331.0
708.0	2343.0
707.0	2313.0
706.0	2428.0
705.0	2342.0
704.0	2331.0
703.0	2418.0
702.0	2368.0
701.0	2317.0
700.0	2334.0
699.0	2327.0
698.0	2291.0
697.0	2326.0
696.0	2324.0
695.0	2394.0
694.0	2359.0
693.0	2361.0
692.0	2385.0
691.0	2333.0
690.0	2369.0
689.0	2327.0
688.0	2323.0
687.0	2469.0
686.0	2567.0
685.0	2529.0
684.0	2435.0
683.0	2494.0
682.0	2477.0
681.0	2398.0
680.0	2389.0
679.0	2363.0
678.0	2362.0
677.0	2394.0
676.0	2434.0
675.0	2410.0
674.0	2387.0
673.0	2349.0
672.0	2386.0
671.0	2456.0
670.0	2444.0
669.0	2478.0
668.0	2466.0
667.0	2345.0
666.0	2412.0
665.0	2365.0
664.0	2452.0
663.0	2503.0
662.0	2479.0
661.0	2488.0
660.0	2462.0
659.0	2464.0
658.0	2536.0
657.0	2453.0
656.0	2479.0
655.0	2417.0
654.0	2469.0
653.0	2476.0
652.0	2533.0
651.0	2490.0
650.0	2581.0
649.0	2531.0
648.0	2480.0
647.0	2448.0
646.0	2518.0
645.0	2513.0
644.0	2495.0
643.0	2479.0
642.0	2492.0
641.0	2489.0
640.0	2503.0
639.0	2502.0
638.0	2591.0
637.0	2602.0
636.0	2642.0
635.0	2578.0
634.0	2577.0
633.0	2540.0
632.0	2482.0
631.0	2522.0
630.0	2604.0
629.0	2638.0
628.0	2630.0
627.0	2606.0
626.0	2630.0
625.0	2661.0
624.0	2645.0
623.0	2650.0
622.0	2657.0
621.0	2659.0
620.0	2653.0
619.0	2684.0
618.0	2563.0
617.0	2648.0
616.0	2637.0
615.0	2658.0
614.0	2571.0
613.0	2687.0
612.0	2685.0
611.0	2614.0
610.0	2612.0
609.0	2566.0
608.0	2658.0
607.0	2713.0
606.0	2623.0
605.0	2582.0
604.0	2622.0
603.0	2701.0
602.0	2644.0
601.0	2732.0
600.0	2661.0
